timestamp,elapsed_time,frame_id,x,y,z,roll,pitch,yaw
01:04:49.019850,0.15,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1069
01:04:49.119437,0.25,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1072
01:04:49.219232,0.35,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1074
01:04:49.319347,0.45,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1068
01:04:49.419283,0.55,tag11,0.6450,-0.2564,0.7761,1.6008,0.0286,-2.1058
01:04:49.419283,0.55,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1063
01:04:49.519259,0.65,tag11,0.6449,-0.2564,0.7761,1.5999,0.0284,-2.1065
01:04:49.519259,0.65,shelf_filtered,0.6450,-0.2564,0.7761,0.0000,-0.0000,-2.1061
01:04:49.619217,0.75,tag11,0.6449,-0.2564,0.7761,1.5999,0.0284,-2.1065
01:04:49.619217,0.75,shelf_filtered,0.6450,-0.2564,0.7761,0.0000,-0.0000,-2.1060
01:04:49.719166,0.85,tag11,0.6448,-0.2564,0.7761,1.6027,0.0287,-2.1074
01:04:49.719166,0.85,shelf_filtered,0.6450,-0.2564,0.7761,0.0000,-0.0000,-2.1062
01:04:49.819270,0.95,tag11,0.6448,-0.2564,0.7761,1.6027,0.0287,-2.1074
01:04:49.819270,0.95,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1066
01:04:49.919728,1.05,tag11,0.6448,-0.2564,0.7761,1.6027,0.0287,-2.1074
01:04:49.919728,1.05,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1070
01:04:50.019271,1.15,tag11,0.6448,-0.2564,0.7761,1.6027,0.0287,-2.1074
01:04:50.019271,1.15,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1072
01:04:50.119224,1.25,tag11,0.6449,-0.2564,0.7761,1.6008,0.0284,-2.1053
01:04:50.119224,1.25,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1069
01:04:50.219215,1.35,tag11,0.6449,-0.2564,0.7761,1.6008,0.0284,-2.1053
01:04:50.219215,1.35,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1064
01:04:50.319262,1.45,tag11,0.6449,-0.2564,0.7761,1.6003,0.0286,-2.1070
01:04:50.319262,1.45,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1059
01:04:50.419209,1.55,tag11,0.6449,-0.2564,0.7761,1.6003,0.0286,-2.1070
01:04:50.419209,1.55,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1057
01:04:50.519295,1.65,tag11,0.6449,-0.2564,0.7761,1.6003,0.0286,-2.1070
01:04:50.519295,1.65,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1062
01:04:50.619222,1.75,tag11,0.6449,-0.2564,0.7761,1.6005,0.0283,-2.1072
01:04:50.619222,1.75,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1066
01:04:50.719236,1.85,tag11,0.6449,-0.2564,0.7761,1.6005,0.0283,-2.1072
01:04:50.719236,1.85,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1070
01:04:50.819262,1.95,tag11,0.6450,-0.2564,0.7761,1.5997,0.0283,-2.1064
01:04:50.819262,1.95,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1071
01:04:50.919232,2.05,tag11,0.6450,-0.2564,0.7761,1.5997,0.0283,-2.1064
01:04:50.919232,2.05,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1069
01:04:51.019309,2.15,tag11,0.6450,-0.2564,0.7761,1.5997,0.0283,-2.1064
01:04:51.019309,2.15,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1068
01:04:51.119271,2.25,tag11,0.6449,-0.2564,0.7761,1.6023,0.0285,-2.1071
01:04:51.119271,2.25,shelf_filtered,0.6450,-0.2564,0.7761,0.0000,-0.0000,-2.1066
01:04:51.219202,2.35,tag11,0.6449,-0.2564,0.7761,1.6023,0.0285,-2.1071
01:04:51.219202,2.35,shelf_filtered,0.6450,-0.2564,0.7761,0.0000,-0.0000,-2.1065
01:04:51.319249,2.45,tag11,0.6448,-0.2563,0.7761,1.6016,0.0286,-2.1079
01:04:51.319249,2.45,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1067
01:04:51.419258,2.55,tag11,0.6448,-0.2563,0.7761,1.6016,0.0286,-2.1079
01:04:51.419258,2.55,shelf_filtered,0.6449,-0.2564,0.7761,0.0000,-0.0000,-2.1071
01:04:51.519120,2.65,tag11,0.6448,-0.2564,0.7761,1.6008,0.0284,-2.1068
